Time,AC_TRUE,AC_LSTM,AC_PERSIST,AC_MA,IRRADIATION,date
2020-06-13 20:30:00,0.0,13.819531,0.0,0.0,0.0,2020-06-13
2020-06-13 20:45:00,0.0,15.254047,0.0,0.0,0.0,2020-06-13
2020-06-13 21:00:00,0.0,17.654396,0.0,0.0,0.0,2020-06-13
2020-06-13 21:15:00,0.0,20.32765,0.0,0.0,0.0,2020-06-13
2020-06-13 21:30:00,0.0,22.224445,0.0,0.0,0.0,2020-06-13
2020-06-13 21:45:00,0.0,22.412296,0.0,0.0,0.0,2020-06-13
2020-06-13 22:00:00,0.0,22.41224,0.0,0.0,0.0,2020-06-13
2020-06-13 22:15:00,0.0,21.42903,0.0,0.0,0.0,2020-06-13
2020-06-13 22:30:00,0.0,19.31632,0.0,0.0,0.0,2020-06-13
2020-06-13 22:45:00,0.0,16.579594,0.0,0.0,0.0,2020-06-13
2020-06-13 23:00:00,0.0,13.238388,0.0,0.0,0.0,2020-06-13
2020-06-13 23:15:00,0.0,9.331873,0.0,0.0,0.0,2020-06-13
2020-06-13 23:30:00,0.0,5.7384186,0.0,0.0,0.0,2020-06-13
2020-06-13 23:45:00,0.0,2.0628219,0.0,0.0,0.0,2020-06-13
2020-06-14 00:00:00,0.0,-1.0271378,0.0,0.0,0.0,2020-06-14
2020-06-14 00:15:00,0.0,-3.4636297,0.0,0.0,0.0,2020-06-14
2020-06-14 00:30:00,0.0,-5.847923,0.0,0.0,0.0,2020-06-14
2020-06-14 00:45:00,0.0,-6.402479,0.0,0.0,0.0,2020-06-14
2020-06-14 01:00:00,0.0,-4.6387706,0.0,0.0,0.0,2020-06-14
2020-06-14 01:15:00,0.0,-4.5721064,0.0,0.0,0.0,2020-06-14
2020-06-14 01:30:00,0.0,-6.5862513,0.0,0.0,0.0,2020-06-14
2020-06-14 01:45:00,0.0,-6.3537226,0.0,0.0,0.0,2020-06-14
2020-06-14 02:00:00,0.0,-6.5179768,0.0,0.0,0.0,2020-06-14
2020-06-14 02:15:00,0.0,-9.814959,0.0,0.0,0.0,2020-06-14
2020-06-14 02:30:00,0.0,-13.432208,0.0,0.0,0.0,2020-06-14
2020-06-14 02:45:00,0.0,-16.050327,0.0,0.0,0.0,2020-06-14
2020-06-14 03:00:00,0.0,-13.935318,0.0,0.0,0.0,2020-06-14
2020-06-14 03:15:00,0.0,-13.200389,0.0,0.0,0.0,2020-06-14
2020-06-14 03:30:00,0.0,-11.678396,0.0,0.0,0.0,2020-06-14
2020-06-14 03:45:00,0.0,-8.397188,0.0,0.0,0.0,2020-06-14
2020-06-14 04:00:00,0.0,-2.7580113,0.0,0.0,0.0,2020-06-14
2020-06-14 04:15:00,0.0,6.2314024,0.0,0.0,0.0,2020-06-14
2020-06-14 04:30:00,0.0,17.6205,0.0,0.0,0.0,2020-06-14
2020-06-14 04:45:00,0.0,28.86041,0.0,0.0,0.0,2020-06-14
2020-06-14 05:00:00,14.02,42.13229,0.0,0.0,0.0,2020-06-14
2020-06-14 05:15:00,46.78,56.979588,0.0,0.0,0.0,2020-06-14
2020-06-14 05:30:00,95.60000000000001,75.37053,0.0,0.0,0.0,2020-06-14
2020-06-14 05:45:00,163.58,94.405334,0.0,0.0,0.0,2020-06-14
2020-06-14 06:00:00,228.1714285714285,120.188416,14.02,3.505,0.0127208571724137,2020-06-14
2020-06-14 06:15:00,302.43999999999994,156.51688,46.78,15.2,0.0344617859666666,2020-06-14
2020-06-14 06:30:00,364.17333333333335,207.87538,95.60000000000002,39.10000000000001,0.0679793497931034,2020-06-14
2020-06-14 06:45:00,460.94000000000005,278.76505,163.58,79.995,0.1124631353999999,2020-06-14
2020-06-14 07:00:00,449.00714285714287,364.94788,228.17142857142852,133.53285714285715,0.1760263989655172,2020-06-14
2020-06-14 07:15:00,371.26666666666665,458.16287,302.43999999999994,197.44785714285712,0.230661987,2020-06-14
2020-06-14 07:30:00,544.0714285714287,549.49866,364.17333333333335,264.59119047619043,0.2933428420689654,2020-06-14
2020-06-14 07:45:00,464.3266666666667,640.13245,460.94,338.93119047619047,0.374707374,2020-06-14
2020-06-14 08:00:00,787.6399999999998,680.2856,449.0071428571428,394.140119047619,0.3206890286206896,2020-06-14
2020-06-14 08:15:00,599.1642857142857,649.9216,371.26666666666665,411.3467857142857,0.252571925,2020-06-14
2020-06-14 08:30:00,610.04,698.18256,544.0714285714287,456.32130952380953,0.4067320644444445,2020-06-14
2020-06-14 08:45:00,597.8866666666668,669.0378,464.3266666666667,457.1679761904762,0.3368159026666667,2020-06-14
2020-06-14 09:00:00,662.1733333333333,796.7001,787.6399999999999,541.8261904761905,0.6121185824137931,2020-06-14
2020-06-14 09:15:00,973.0666666666666,743.66296,599.1642857142857,598.8005952380952,0.464049278,2020-06-14
2020-06-14 09:30:00,1072.3428571428567,720.0079,610.04,615.2927380952381,0.437681084137931,2020-06-14
2020-06-14 09:45:00,663.3333333333334,684.61487,597.8866666666668,648.682738095238,0.3940888086666666,2020-06-14
2020-06-14 10:00:00,972.84,688.7734,662.1733333333334,617.3160714285714,0.4686161110344827,2020-06-14
2020-06-14 10:15:00,1018.8133333333332,838.89154,973.0666666666666,710.7916666666667,0.7643584866666667,2020-06-14
2020-06-14 10:30:00,951.2357142857144,940.44464,1072.3428571428567,826.3673809523809,0.8473476258620689,2020-06-14
