feature,x,ale
AC_CLEAN,0.0,0.08477454040929587
AC_CLEAN,6.1111111111111125,0.08477454040929587
AC_CLEAN,31.49333333333333,0.08477454040929587
AC_CLEAN,61.2142857142857,0.08477454040929587
AC_CLEAN,96.8857142857143,0.08477454040929587
AC_CLEAN,132.60666666666668,0.08477454040929587
AC_CLEAN,180.14,0.08477454040929587
AC_CLEAN,224.90000000000003,0.08477454040929587
AC_CLEAN,255.47333333333333,0.08477454040929587
AC_CLEAN,300.90714285714284,0.08477454040929587
AC_CLEAN,363.44666666666666,0.08477454040929587
AC_CLEAN,422.1733333333333,0.08477454040929587
AC_CLEAN,459.0214285714285,0.08477454040929587
AC_CLEAN,503.7066666666667,0.08477454040929587
AC_CLEAN,552.6866666666667,0.043107873742629206
AC_CLEAN,609.5000000000001,0.043107873742629206
AC_CLEAN,652.4933333333332,0.043107873742629206
AC_CLEAN,707.8866666666668,0.043107873742629206
AC_CLEAN,781.7071428571429,-0.3318921262573708
AC_CLEAN,870.6999999999998,-0.6235587929240375
AC_CLEAN,992.9133333333332,-0.7435587929240375
AC_CLEAN,1133.86,-0.7435587929240375
AC_CLEAN,1335.84,-0.7435587929240375
DC_CLEAN,0.0,0.02879292403746098
DC_CLEAN,6.333333333333332,0.02879292403746098
DC_CLEAN,32.599999999999994,0.02879292403746098
DC_CLEAN,62.720000000000006,0.02879292403746098
DC_CLEAN,99.73571428571428,0.02879292403746098
DC_CLEAN,136.12,0.02879292403746098
DC_CLEAN,183.78,0.02879292403746098
DC_CLEAN,229.36,0.02879292403746098
DC_CLEAN,260.49333333333334,0.02879292403746098
DC_CLEAN,306.47142857142853,0.02879292403746098
DC_CLEAN,369.7933333333333,0.02879292403746098
DC_CLEAN,430.1133333333333,0.02879292403746098
DC_CLEAN,467.83571428571423,0.02879292403746098
DC_CLEAN,513.8,0.02879292403746098
DC_CLEAN,563.9785714285714,0.02879292403746098
DC_CLEAN,622.2199999999999,0.02879292403746098
DC_CLEAN,666.1533333333333,0.02879292403746098
DC_CLEAN,722.8933333333333,0.02879292403746098
DC_CLEAN,798.9928571428572,-0.13787374262920568
DC_CLEAN,890.7866666666665,-0.22120707596253902
DC_CLEAN,1016.6066666666666,-0.261207075962539
DC_CLEAN,1162.14,-0.261207075962539
DC_CLEAN,1369.9266666666665,-0.261207075962539
DAILY_YIELD_CLEAN,0.0,-0.05298647242455776
DAILY_YIELD_CLEAN,75.86666666666666,-0.05298647242455776
DAILY_YIELD_CLEAN,402.33333333333326,-0.05298647242455776
DAILY_YIELD_CLEAN,1051.1333333333334,-0.05298647242455776
DAILY_YIELD_CLEAN,1898.9333333333336,0.027013527575442245
DAILY_YIELD_CLEAN,2793.1333333333337,0.027013527575442245
DAILY_YIELD_CLEAN,3020.1333333333337,0.027013527575442245
DAILY_YIELD_CLEAN,3192.4666666666667,0.027013527575442245
DAILY_YIELD_CLEAN,3735.6,0.027013527575442245
DAILY_YIELD_CLEAN,3919.428571428571,0.027013527575442245
DAILY_YIELD_CLEAN,3930.6,0.027013527575442245
DAILY_YIELD_CLEAN,4066.3333333333335,0.027013527575442245
DAILY_YIELD_CLEAN,4205.333333333333,0.027013527575442245
DAILY_YIELD_CLEAN,4248.866666666667,0.027013527575442245
DAILY_YIELD_CLEAN,4467.642857142857,0.027013527575442245
DAILY_YIELD_CLEAN,4799.066666666667,0.027013527575442245
DAILY_YIELD_CLEAN,4821.857142857143,0.027013527575442245
DAILY_YIELD_CLEAN,5013.666666666667,0.027013527575442245
DAILY_YIELD_CLEAN,5524.142857142858,0.027013527575442245
DAILY_YIELD_CLEAN,5593.866666666667,0.027013527575442245
DAILY_YIELD_CLEAN,5627.0,0.027013527575442245
DAILY_YIELD_CLEAN,5627.066666666667,0.027013527575442245
DAILY_YIELD_CLEAN,6064.785714285715,0.027013527575442245
DAILY_YIELD_CLEAN,6291.733333333334,0.027013527575442245
DAILY_YIELD_CLEAN,7144.6,0.027013527575442245
DAILY_YIELD_CLEAN,7299.133333333334,0.027013527575442245
DAILY_YIELD_CLEAN,8147.533333333335,0.027013527575442245
DAILY_YIELD_CLEAN,9166.733333333332,0.027013527575442245
DAILY_YIELD_CLEAN,9259.214285714286,0.027013527575442245
TOTAL_YIELD_CLEAN,20126538.0,0.0
TOTAL_YIELD_CLEAN,20130144.92857143,0.0
TOTAL_YIELD_CLEAN,20135705.733333327,0.0
TOTAL_YIELD_CLEAN,20135804.0,0.0
TOTAL_YIELD_CLEAN,20139724.0,0.0
TOTAL_YIELD_CLEAN,20143902.666666664,0.0
TOTAL_YIELD_CLEAN,20143955.0,0.0
TOTAL_YIELD_CLEAN,20146371.071428567,0.0
TOTAL_YIELD_CLEAN,20149573.4,0.0
TOTAL_YIELD_CLEAN,20149582.0,0.0
TOTAL_YIELD_CLEAN,20151426.73333333,0.0
TOTAL_YIELD_CLEAN,20153443.933333334,0.0
TOTAL_YIELD_CLEAN,20153503.0,0.0
TOTAL_YIELD_CLEAN,20155186.6,0.0
TOTAL_YIELD_CLEAN,20158263.42857143,0.0
TOTAL_YIELD_CLEAN,20158323.0,0.0
TOTAL_YIELD_CLEAN,20159885.0,0.0
TOTAL_YIELD_CLEAN,20161313.666666668,0.0
TOTAL_YIELD_CLEAN,20161391.0,0.0
TOTAL_YIELD_CLEAN,20164401.533333328,0.0
TOTAL_YIELD_CLEAN,20168818.26666667,0.0
TOTAL_YIELD_CLEAN,20168922.0,0.0
TOTAL_YIELD_CLEAN,20171999.866666663,0.0
TOTAL_YIELD_CLEAN,20175119.866666663,0.0
TOTAL_YIELD_CLEAN,20175218.0,0.0
TOTAL_YIELD_CLEAN,20177941.07142857,0.0
TOTAL_YIELD_CLEAN,20180762.33333333,0.0
TOTAL_YIELD_CLEAN,20180814.0,0.0
TOTAL_YIELD_CLEAN,20182415.266666666,0.0
TOTAL_YIELD_CLEAN,20185024.866666667,0.0
TOTAL_YIELD_CLEAN,20185065.0,0.0
AMBIENT_TEMPERATURE,22.19928706896552,-0.059018157414528954
AMBIENT_TEMPERATURE,22.6381885,-0.059018157414528954
AMBIENT_TEMPERATURE,22.937554866666662,-0.059018157414528954
AMBIENT_TEMPERATURE,23.10134286206896,-0.059018157414528954
AMBIENT_TEMPERATURE,23.228767833333336,-0.059018157414528954
AMBIENT_TEMPERATURE,23.547951689655168,-0.059018157414528954
AMBIENT_TEMPERATURE,23.772527966666665,-0.059018157414528954
AMBIENT_TEMPERATURE,23.96164786206897,-0.059018157414528954
AMBIENT_TEMPERATURE,24.02117934482759,-0.059018157414528954
AMBIENT_TEMPERATURE,24.0774854,-0.059018157414528954
AMBIENT_TEMPERATURE,24.1572967,-0.059018157414528954
AMBIENT_TEMPERATURE,24.222949862068965,-0.059018157414528954
AMBIENT_TEMPERATURE,24.276333733333328,-0.059018157414528954
