feature,x,ale
DC_CLEAN,0.0,0.08675338189386057
DC_CLEAN,7.3599999999999985,0.08675338189386057
DC_CLEAN,31.453333333333337,0.08675338189386057
DC_CLEAN,59.68,0.08675338189386057
DC_CLEAN,91.25607843137256,0.08675338189386057
DC_CLEAN,118.28666666666666,0.04675338189386057
DC_CLEAN,154.98,0.04675338189386057
DC_CLEAN,178.56309523809523,0.04675338189386057
DC_CLEAN,218.68,0.04675338189386057
DC_CLEAN,254.64,0.04675338189386057
DC_CLEAN,295.21333333333325,0.006753381893860572
DC_CLEAN,351.06666666666666,-0.0349132847728061
DC_CLEAN,392.74,-0.0349132847728061
DC_CLEAN,471.97897435897437,-0.0349132847728061
DC_CLEAN,502.79333333333335,-0.0349132847728061
DC_CLEAN,544.2066666666667,-0.0349132847728061
DC_CLEAN,593.85,-0.0349132847728061
DC_CLEAN,643.36,-0.0349132847728061
DC_CLEAN,697.76,-0.0349132847728061
DC_CLEAN,766.5799999999998,-0.28491328477280614
DC_CLEAN,869.7800000000002,-0.6449132847728061
DC_CLEAN,1043.8666666666666,-0.6449132847728061
DC_CLEAN,1367.06,-0.6449132847728061
IRRADIATION_CLEAN,0.0,0.05992022199098161
IRRADIATION_CLEAN,0.0047783350833333,0.05992022199098161
IRRADIATION_CLEAN,0.0212704814827586,0.05992022199098161
IRRADIATION_CLEAN,0.0457077810666666,0.05992022199098161
IRRADIATION_CLEAN,0.0667724374666666,0.05992022199098161
IRRADIATION_CLEAN,0.1020111090333333,0.05992022199098161
IRRADIATION_CLEAN,0.1322503906666666,0.05992022199098161
IRRADIATION_CLEAN,0.165160775,0.05992022199098161
IRRADIATION_CLEAN,0.195051521,0.05992022199098161
IRRADIATION_CLEAN,0.2399335173333333,0.05992022199098161
IRRADIATION_CLEAN,0.2933428420689654,0.05992022199098161
IRRADIATION_CLEAN,0.3308074673333333,0.05992022199098161
IRRADIATION_CLEAN,0.3563217239999999,0.05992022199098161
IRRADIATION_CLEAN,0.3834108376666666,0.05992022199098161
IRRADIATION_CLEAN,0.4119583196551724,0.05992022199098161
IRRADIATION_CLEAN,0.4470176755172414,0.05992022199098161
IRRADIATION_CLEAN,0.4868788256666666,0.05992022199098161
IRRADIATION_CLEAN,0.5270469972413792,0.05992022199098161
IRRADIATION_CLEAN,0.5855762653333334,-0.2734131113423517
IRRADIATION_CLEAN,0.6698914724137933,-0.5234131113423517
IRRADIATION_CLEAN,0.7684594155172412,-0.5234131113423517
IRRADIATION_CLEAN,0.8372840246666668,-0.5234131113423517
IRRADIATION_CLEAN,0.9929877596666667,-0.5234131113423517
AC/IRRA,0.0,-0.13908745419173865
AC/IRRA,117.08614572892392,-0.13908745419173865
AC/IRRA,262.3433478776423,-0.09560919332217344
AC/IRRA,449.11889840919946,-0.05394252665550678
AC/IRRA,983.4005795002163,0.15439080667782654
AC/IRRA,1217.6728751712046,0.15439080667782654
AC/IRRA,1279.541285725195,0.15439080667782654
AC/IRRA,1311.5460833823297,0.15439080667782654
AC/IRRA,1344.1906848639023,0.15439080667782654
AC/IRRA,1373.185384730765,0.15439080667782654
AC/IRRA,1404.5162484764244,0.15439080667782654
AC/IRRA,1429.481893204898,0.15439080667782654
AC/IRRA,1447.7981545876166,0.15439080667782654
AC/IRRA,1459.7385859159776,0.15439080667782654
AC/IRRA,1475.1826539676506,0.15439080667782654
AC/IRRA,1485.157085018514,0.15439080667782654
AC/IRRA,1496.2376795667194,0.15439080667782654
AC/IRRA,1508.9383032204748,0.15439080667782654
AC/IRRA,1527.8461262746753,0.15439080667782654
AC/IRRA,1543.4231866280652,0.15439080667782654
AC/IRRA,1563.2760385538752,0.15439080667782654
AC/IRRA,1578.05213345765,0.15439080667782654
AC/IRRA,2359.521206885578,0.15439080667782654
