feature,x,ale
TOTAL_YIELD_CLEAN,838598167.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838601705.4,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838607129.6666665,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838607223.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838611088.5333334,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838615257.4000001,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838615309.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838617601.4666667,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838620856.9090909,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838620865.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838622703.642857,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838624693.7333332,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838624752.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838626443.1333333,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838629148.4666667,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838629207.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838630666.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838632676.8666666,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838632751.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838633689.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838634752.7333332,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838634858.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838635478.6000001,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838636989.8,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838637089.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838639686.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838642226.8571429,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838642278.0,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838643946.3571429,-0.0015608740894901144
TOTAL_YIELD_CLEAN,838646636.0,0.04010579257717655
TOTAL_YIELD_CLEAN,838646676.0,0.04010579257717655
AMBIENT_TEMPERATURE,22.19928706896552,-0.08760583027944924
AMBIENT_TEMPERATURE,22.6381885,-0.08760583027944924
AMBIENT_TEMPERATURE,22.937554866666662,-0.08760583027944924
AMBIENT_TEMPERATURE,23.10134286206896,-0.08760583027944924
AMBIENT_TEMPERATURE,23.228767833333336,-0.08760583027944924
AMBIENT_TEMPERATURE,23.547951689655168,-0.08760583027944924
AMBIENT_TEMPERATURE,23.772527966666665,-0.08760583027944924
AMBIENT_TEMPERATURE,23.96164786206897,-0.08760583027944924
AMBIENT_TEMPERATURE,24.02117934482759,-0.08760583027944924
AMBIENT_TEMPERATURE,24.0774854,-0.08760583027944924
AMBIENT_TEMPERATURE,24.1572967,-0.08760583027944924
AMBIENT_TEMPERATURE,24.222949862068965,-0.08760583027944924
AMBIENT_TEMPERATURE,24.276333733333328,-0.08760583027944924
AMBIENT_TEMPERATURE,24.406245896551727,-0.08760583027944924
AMBIENT_TEMPERATURE,24.494660517241375,-0.08760583027944924
AMBIENT_TEMPERATURE,24.5821158,-0.08760583027944924
AMBIENT_TEMPERATURE,24.652915366666672,-0.08760583027944924
AMBIENT_TEMPERATURE,24.78279923333333,-0.047605830279449236
AMBIENT_TEMPERATURE,24.99261046666667,-0.047605830279449236
AMBIENT_TEMPERATURE,25.3429769,-0.047605830279449236
AMBIENT_TEMPERATURE,25.58673096666667,-0.047605830279449236
AMBIENT_TEMPERATURE,25.86150303333333,-0.047605830279449236
AMBIENT_TEMPERATURE,26.059421833333335,-0.047605830279449236
AMBIENT_TEMPERATURE,26.27286776666667,-0.047605830279449236
AMBIENT_TEMPERATURE,26.51906023333333,-0.047605830279449236
